﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:5N7d8uxMeuO4HdncbkuhSB","Sail","AWOLNATION","Megalithic Symphony","1","10","259093","spotify:user:martinthetallguy","2017-12-19T07:22:41Z"
"spotify:track:1zXpHPdBAUxnOCQqFMFLk3","Saltwater","Geowulf","Saltwater","1","1","247280","spotify:user:martinthetallguy","2018-02-24T07:09:19Z"
"spotify:track:2Z2vOukzwOgqR4dkymRSWd","Santeria","Sublime","Sublime","1","6","182500","spotify:user:martinthetallguy","2017-12-19T07:28:56Z"
"spotify:track:1G391cbiT3v3Cywg8T7DM1","Scar Tissue","Red Hot Chili Peppers","Californication (Deluxe Version)","1","3","215906","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:7x5wEE9Zi4JuRJUH6ZxNOm","Separate Lives","HÆLOS","Full Circle","1","8","287197","spotify:user:martinthetallguy","2017-07-22T04:14:11Z"
"spotify:track:0SR1jDZ1EabMhJZmvqB9ji","Set in Motion (feat. Sebastian Fors)","Yuck, Sebastian Fors","Southern Skies","1","2","203447","spotify:user:martinthetallguy","2018-01-13T10:40:33Z"
"spotify:track:7sI80PK0P3tDCvULKszqzL","Set to Attack","Albert Hammond, Jr.","Francis Trouble","1","4","208213","spotify:user:martinthetallguy","2018-04-26T05:07:59Z"
"spotify:track:1dJuteDIOkGfDSN7zPkzNv","She Don't Use Jelly","The Flaming Lips","Transmissions From The Satellite Heart","1","4","222278","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3KNlsVwlMjjKn1g2tTmiIe","She Said","Sundara Karma","Youth is Only Ever Fun in Retrospect","1","7","224640","spotify:user:martinthetallguy","2017-08-24T20:47:39Z"
"spotify:track:4xy9nsO8EX4OR0c6lf0WFu","She's a Riot","The Jungle Giants","Learn to Exist","1","8","221493","spotify:user:martinthetallguy","2017-11-11T05:26:25Z"
"spotify:track:6wAfqS9vPUTDbwbVX9Lbka","Sheep in Wolves Clothes","little hurricane","Gold Fever","1","3","198762","spotify:user:martinthetallguy","2018-05-04T09:49:59Z"
